AgentID,AgentStrategy,EventType,Event
220,NoiseAgent,STARTING_CASH,10000000.0
221,NoiseAgent,STARTING_CASH,10000000.0
222,NoiseAgent,STARTING_CASH,10000000.0
223,NoiseAgent,STARTING_CASH,10000000.0
224,NoiseAgent,STARTING_CASH,10000000.0
225,NoiseAgent,STARTING_CASH,10000000.0
226,NoiseAgent,STARTING_CASH,10000000.0
227,NoiseAgent,STARTING_CASH,10000000.0
228,NoiseAgent,STARTING_CASH,10000000.0
229,NoiseAgent,STARTING_CASH,10000000.0
230,NoiseAgent,STARTING_CASH,10000000.0
231,NoiseAgent,STARTING_CASH,10000000.0
232,NoiseAgent,STARTING_CASH,10000000.0
233,NoiseAgent,STARTING_CASH,10000000.0
234,NoiseAgent,STARTING_CASH,10000000.0
235,NoiseAgent,STARTING_CASH,10000000.0
236,NoiseAgent,STARTING_CASH,10000000.0
237,NoiseAgent,STARTING_CASH,10000000.0
238,NoiseAgent,STARTING_CASH,10000000.0
239,NoiseAgent,STARTING_CASH,10000000.0
240,NoiseAgent,STARTING_CASH,10000000.0
241,NoiseAgent,STARTING_CASH,10000000.0
242,NoiseAgent,STARTING_CASH,10000000.0
243,NoiseAgent,STARTING_CASH,10000000.0
244,NoiseAgent,STARTING_CASH,10000000.0
245,NoiseAgent,STARTING_CASH,10000000.0
246,NoiseAgent,STARTING_CASH,10000000.0
247,NoiseAgent,STARTING_CASH,10000000.0
248,NoiseAgent,STARTING_CASH,10000000.0
249,NoiseAgent,STARTING_CASH,10000000.0
250,NoiseAgent,STARTING_CASH,10000000.0
251,NoiseAgent,STARTING_CASH,10000000.0
252,NoiseAgent,STARTING_CASH,10000000.0
253,NoiseAgent,STARTING_CASH,10000000.0
254,NoiseAgent,STARTING_CASH,10000000.0
255,NoiseAgent,STARTING_CASH,10000000.0
256,NoiseAgent,STARTING_CASH,10000000.0
257,NoiseAgent,STARTING_CASH,10000000.0
258,NoiseAgent,STARTING_CASH,10000000.0
259,NoiseAgent,STARTING_CASH,10000000.0
260,NoiseAgent,STARTING_CASH,10000000.0
261,NoiseAgent,STARTING_CASH,10000000.0
262,NoiseAgent,STARTING_CASH,10000000.0
263,NoiseAgent,STARTING_CASH,10000000.0
264,NoiseAgent,STARTING_CASH,10000000.0
265,NoiseAgent,STARTING_CASH,10000000.0
266,NoiseAgent,STARTING_CASH,10000000.0
267,NoiseAgent,STARTING_CASH,10000000.0
268,NoiseAgent,STARTING_CASH,10000000.0
269,NoiseAgent,STARTING_CASH,10000000.0
270,NoiseAgent,STARTING_CASH,10000000.0
271,NoiseAgent,STARTING_CASH,10000000.0
272,NoiseAgent,STARTING_CASH,10000000.0
273,NoiseAgent,STARTING_CASH,10000000.0
274,NoiseAgent,STARTING_CASH,10000000.0
275,NoiseAgent,STARTING_CASH,10000000.0
276,NoiseAgent,STARTING_CASH,10000000.0
277,NoiseAgent,STARTING_CASH,10000000.0
278,NoiseAgent,STARTING_CASH,10000000.0
279,NoiseAgent,STARTING_CASH,10000000.0
280,NoiseAgent,STARTING_CASH,10000000.0
281,NoiseAgent,STARTING_CASH,10000000.0
282,NoiseAgent,STARTING_CASH,10000000.0
283,NoiseAgent,STARTING_CASH,10000000.0
284,NoiseAgent,STARTING_CASH,10000000.0
285,NoiseAgent,STARTING_CASH,10000000.0
286,NoiseAgent,STARTING_CASH,10000000.0
287,NoiseAgent,STARTING_CASH,10000000.0
288,NoiseAgent,STARTING_CASH,10000000.0
289,NoiseAgent,STARTING_CASH,10000000.0
290,NoiseAgent,STARTING_CASH,10000000.0
291,NoiseAgent,STARTING_CASH,10000000.0
292,NoiseAgent,STARTING_CASH,10000000.0
293,NoiseAgent,STARTING_CASH,10000000.0
294,NoiseAgent,STARTING_CASH,10000000.0
295,NoiseAgent,STARTING_CASH,10000000.0
296,NoiseAgent,STARTING_CASH,10000000.0
297,NoiseAgent,STARTING_CASH,10000000.0
298,NoiseAgent,STARTING_CASH,10000000.0
299,NoiseAgent,STARTING_CASH,10000000.0
300,NoiseAgent,STARTING_CASH,10000000.0
301,NoiseAgent,STARTING_CASH,10000000.0
302,NoiseAgent,STARTING_CASH,10000000.0
303,NoiseAgent,STARTING_CASH,10000000.0
304,NoiseAgent,STARTING_CASH,10000000.0
305,NoiseAgent,STARTING_CASH,10000000.0
306,NoiseAgent,STARTING_CASH,10000000.0
307,NoiseAgent,STARTING_CASH,10000000.0
308,NoiseAgent,STARTING_CASH,10000000.0
309,NoiseAgent,STARTING_CASH,10000000.0
310,NoiseAgent,STARTING_CASH,10000000.0
311,NoiseAgent,STARTING_CASH,10000000.0
312,NoiseAgent,STARTING_CASH,10000000.0
313,NoiseAgent,STARTING_CASH,10000000.0
314,NoiseAgent,STARTING_CASH,10000000.0
315,NoiseAgent,STARTING_CASH,10000000.0
316,NoiseAgent,STARTING_CASH,10000000.0
317,NoiseAgent,STARTING_CASH,10000000.0
318,NoiseAgent,STARTING_CASH,10000000.0
319,NoiseAgent,STARTING_CASH,10000000.0
320,NoiseAgent,STARTING_CASH,10000000.0
321,NoiseAgent,STARTING_CASH,10000000.0
322,NoiseAgent,STARTING_CASH,10000000.0
323,NoiseAgent,STARTING_CASH,10000000.0
324,NoiseAgent,STARTING_CASH,10000000.0
325,NoiseAgent,STARTING_CASH,10000000.0
326,NoiseAgent,STARTING_CASH,10000000.0
327,NoiseAgent,STARTING_CASH,10000000.0
328,NoiseAgent,STARTING_CASH,10000000.0
329,NoiseAgent,STARTING_CASH,10000000.0
330,NoiseAgent,STARTING_CASH,10000000.0
331,NoiseAgent,STARTING_CASH,10000000.0
332,NoiseAgent,STARTING_CASH,10000000.0
333,NoiseAgent,STARTING_CASH,10000000.0
334,NoiseAgent,STARTING_CASH,10000000.0
335,NoiseAgent,STARTING_CASH,10000000.0
336,NoiseAgent,STARTING_CASH,10000000.0
337,NoiseAgent,STARTING_CASH,10000000.0
338,NoiseAgent,STARTING_CASH,10000000.0
339,NoiseAgent,STARTING_CASH,10000000.0
340,NoiseAgent,STARTING_CASH,10000000.0
341,NoiseAgent,STARTING_CASH,10000000.0
342,NoiseAgent,STARTING_CASH,10000000.0
343,NoiseAgent,STARTING_CASH,10000000.0
344,NoiseAgent,STARTING_CASH,10000000.0
345,NoiseAgent,STARTING_CASH,10000000.0
346,NoiseAgent,STARTING_CASH,10000000.0
347,NoiseAgent,STARTING_CASH,10000000.0
348,NoiseAgent,STARTING_CASH,10000000.0
349,NoiseAgent,STARTING_CASH,10000000.0
350,NoiseAgent,STARTING_CASH,10000000.0
351,NoiseAgent,STARTING_CASH,10000000.0
352,NoiseAgent,STARTING_CASH,10000000.0
353,NoiseAgent,STARTING_CASH,10000000.0
354,NoiseAgent,STARTING_CASH,10000000.0
355,NoiseAgent,STARTING_CASH,10000000.0
356,NoiseAgent,STARTING_CASH,10000000.0
357,NoiseAgent,STARTING_CASH,10000000.0
358,NoiseAgent,STARTING_CASH,10000000.0
359,NoiseAgent,STARTING_CASH,10000000.0
360,NoiseAgent,STARTING_CASH,10000000.0
361,NoiseAgent,STARTING_CASH,10000000.0
362,NoiseAgent,STARTING_CASH,10000000.0
363,NoiseAgent,STARTING_CASH,10000000.0
364,NoiseAgent,STARTING_CASH,10000000.0
365,NoiseAgent,STARTING_CASH,10000000.0
366,NoiseAgent,STARTING_CASH,10000000.0
367,NoiseAgent,STARTING_CASH,10000000.0
368,NoiseAgent,STARTING_CASH,10000000.0
369,NoiseAgent,STARTING_CASH,10000000.0
370,NoiseAgent,STARTING_CASH,10000000.0
371,NoiseAgent,STARTING_CASH,10000000.0
372,NoiseAgent,STARTING_CASH,10000000.0
373,NoiseAgent,STARTING_CASH,10000000.0
374,NoiseAgent,STARTING_CASH,10000000.0
375,NoiseAgent,STARTING_CASH,10000000.0
376,NoiseAgent,STARTING_CASH,10000000.0
377,NoiseAgent,STARTING_CASH,10000000.0
378,NoiseAgent,STARTING_CASH,10000000.0
379,NoiseAgent,STARTING_CASH,10000000.0
380,NoiseAgent,STARTING_CASH,10000000.0
381,NoiseAgent,STARTING_CASH,10000000.0
382,NoiseAgent,STARTING_CASH,10000000.0
383,NoiseAgent,STARTING_CASH,10000000.0
384,NoiseAgent,STARTING_CASH,10000000.0
385,NoiseAgent,STARTING_CASH,10000000.0
386,NoiseAgent,STARTING_CASH,10000000.0
387,NoiseAgent,STARTING_CASH,10000000.0
388,NoiseAgent,STARTING_CASH,10000000.0
389,NoiseAgent,STARTING_CASH,10000000.0
390,NoiseAgent,STARTING_CASH,10000000.0
391,NoiseAgent,STARTING_CASH,10000000.0
392,NoiseAgent,STARTING_CASH,10000000.0
393,NoiseAgent,STARTING_CASH,10000000.0
394,NoiseAgent,STARTING_CASH,10000000.0
395,NoiseAgent,STARTING_CASH,10000000.0
396,NoiseAgent,STARTING_CASH,10000000.0
397,NoiseAgent,STARTING_CASH,10000000.0
398,NoiseAgent,STARTING_CASH,10000000.0
399,NoiseAgent,STARTING_CASH,10000000.0
400,NoiseAgent,STARTING_CASH,10000000.0
401,NoiseAgent,STARTING_CASH,10000000.0
402,NoiseAgent,STARTING_CASH,10000000.0
403,NoiseAgent,STARTING_CASH,10000000.0
404,NoiseAgent,STARTING_CASH,10000000.0
405,NoiseAgent,STARTING_CASH,10000000.0
406,NoiseAgent,STARTING_CASH,10000000.0
407,NoiseAgent,STARTING_CASH,10000000.0
408,NoiseAgent,STARTING_CASH,10000000.0
409,NoiseAgent,STARTING_CASH,10000000.0
410,NoiseAgent,STARTING_CASH,10000000.0
411,NoiseAgent,STARTING_CASH,10000000.0
412,NoiseAgent,STARTING_CASH,10000000.0
413,NoiseAgent,STARTING_CASH,10000000.0
414,NoiseAgent,STARTING_CASH,10000000.0
415,NoiseAgent,STARTING_CASH,10000000.0
416,NoiseAgent,STARTING_CASH,10000000.0
417,NoiseAgent,STARTING_CASH,10000000.0
418,NoiseAgent,STARTING_CASH,10000000.0
419,NoiseAgent,STARTING_CASH,10000000.0
420,NoiseAgent,STARTING_CASH,10000000.0
421,NoiseAgent,STARTING_CASH,10000000.0
422,NoiseAgent,STARTING_CASH,10000000.0
423,NoiseAgent,STARTING_CASH,10000000.0
424,NoiseAgent,STARTING_CASH,10000000.0
425,NoiseAgent,STARTING_CASH,10000000.0
426,NoiseAgent,STARTING_CASH,10000000.0
427,NoiseAgent,STARTING_CASH,10000000.0
428,NoiseAgent,STARTING_CASH,10000000.0
429,NoiseAgent,STARTING_CASH,10000000.0
430,NoiseAgent,STARTING_CASH,10000000.0
431,NoiseAgent,STARTING_CASH,10000000.0
432,NoiseAgent,STARTING_CASH,10000000.0
433,NoiseAgent,STARTING_CASH,10000000.0
434,NoiseAgent,STARTING_CASH,10000000.0
435,NoiseAgent,STARTING_CASH,10000000.0
436,NoiseAgent,STARTING_CASH,10000000.0
437,NoiseAgent,STARTING_CASH,10000000.0
438,NoiseAgent,STARTING_CASH,10000000.0
439,NoiseAgent,STARTING_CASH,10000000.0
440,NoiseAgent,STARTING_CASH,10000000.0
441,NoiseAgent,STARTING_CASH,10000000.0
442,NoiseAgent,STARTING_CASH,10000000.0
443,NoiseAgent,STARTING_CASH,10000000.0
444,NoiseAgent,STARTING_CASH,10000000.0
445,NoiseAgent,STARTING_CASH,10000000.0
446,NoiseAgent,STARTING_CASH,10000000.0
447,NoiseAgent,STARTING_CASH,10000000.0
448,NoiseAgent,STARTING_CASH,10000000.0
449,NoiseAgent,STARTING_CASH,10000000.0
450,NoiseAgent,STARTING_CASH,10000000.0
451,NoiseAgent,STARTING_CASH,10000000.0
452,NoiseAgent,STARTING_CASH,10000000.0
453,NoiseAgent,STARTING_CASH,10000000.0
454,NoiseAgent,STARTING_CASH,10000000.0
455,NoiseAgent,STARTING_CASH,10000000.0
456,NoiseAgent,STARTING_CASH,10000000.0
457,NoiseAgent,STARTING_CASH,10000000.0
458,NoiseAgent,STARTING_CASH,10000000.0
459,NoiseAgent,STARTING_CASH,10000000.0
460,NoiseAgent,STARTING_CASH,10000000.0
461,NoiseAgent,STARTING_CASH,10000000.0
462,NoiseAgent,STARTING_CASH,10000000.0
463,NoiseAgent,STARTING_CASH,10000000.0
464,NoiseAgent,STARTING_CASH,10000000.0
465,NoiseAgent,STARTING_CASH,10000000.0
466,NoiseAgent,STARTING_CASH,10000000.0
467,NoiseAgent,STARTING_CASH,10000000.0
468,NoiseAgent,STARTING_CASH,10000000.0
469,NoiseAgent,STARTING_CASH,10000000.0
470,NoiseAgent,STARTING_CASH,10000000.0
471,NoiseAgent,STARTING_CASH,10000000.0
472,NoiseAgent,STARTING_CASH,10000000.0
473,NoiseAgent,STARTING_CASH,10000000.0
474,NoiseAgent,STARTING_CASH,10000000.0
475,NoiseAgent,STARTING_CASH,10000000.0
476,NoiseAgent,STARTING_CASH,10000000.0
477,NoiseAgent,STARTING_CASH,10000000.0
478,NoiseAgent,STARTING_CASH,10000000.0
479,NoiseAgent,STARTING_CASH,10000000.0
480,NoiseAgent,STARTING_CASH,10000000.0
481,NoiseAgent,STARTING_CASH,10000000.0
482,NoiseAgent,STARTING_CASH,10000000.0
483,NoiseAgent,STARTING_CASH,10000000.0
484,NoiseAgent,STARTING_CASH,10000000.0
485,NoiseAgent,STARTING_CASH,10000000.0
486,NoiseAgent,STARTING_CASH,10000000.0
487,NoiseAgent,STARTING_CASH,10000000.0
488,NoiseAgent,STARTING_CASH,10000000.0
489,NoiseAgent,STARTING_CASH,10000000.0
490,NoiseAgent,STARTING_CASH,10000000.0
491,NoiseAgent,STARTING_CASH,10000000.0
492,NoiseAgent,STARTING_CASH,10000000.0
493,NoiseAgent,STARTING_CASH,10000000.0
494,NoiseAgent,STARTING_CASH,10000000.0
495,NoiseAgent,STARTING_CASH,10000000.0
496,NoiseAgent,STARTING_CASH,10000000.0
497,NoiseAgent,STARTING_CASH,10000000.0
498,NoiseAgent,STARTING_CASH,10000000.0
499,NoiseAgent,STARTING_CASH,10000000.0
500,NoiseAgent,STARTING_CASH,10000000.0
501,NoiseAgent,STARTING_CASH,10000000.0
502,NoiseAgent,STARTING_CASH,10000000.0
503,NoiseAgent,STARTING_CASH,10000000.0
504,NoiseAgent,STARTING_CASH,10000000.0
505,NoiseAgent,STARTING_CASH,10000000.0
506,NoiseAgent,STARTING_CASH,10000000.0
507,NoiseAgent,STARTING_CASH,10000000.0
508,NoiseAgent,STARTING_CASH,10000000.0
509,NoiseAgent,STARTING_CASH,10000000.0
510,NoiseAgent,STARTING_CASH,10000000.0
511,NoiseAgent,STARTING_CASH,10000000.0
512,NoiseAgent,STARTING_CASH,10000000.0
513,NoiseAgent,STARTING_CASH,10000000.0
514,NoiseAgent,STARTING_CASH,10000000.0
515,NoiseAgent,STARTING_CASH,10000000.0
516,NoiseAgent,STARTING_CASH,10000000.0
517,NoiseAgent,STARTING_CASH,10000000.0
518,NoiseAgent,STARTING_CASH,10000000.0
519,NoiseAgent,STARTING_CASH,10000000.0
520,NoiseAgent,STARTING_CASH,10000000.0
521,NoiseAgent,STARTING_CASH,10000000.0
522,NoiseAgent,STARTING_CASH,10000000.0
523,NoiseAgent,STARTING_CASH,10000000.0
524,NoiseAgent,STARTING_CASH,10000000.0
525,NoiseAgent,STARTING_CASH,10000000.0
526,NoiseAgent,STARTING_CASH,10000000.0
527,NoiseAgent,STARTING_CASH,10000000.0
528,NoiseAgent,STARTING_CASH,10000000.0
529,NoiseAgent,STARTING_CASH,10000000.0
530,NoiseAgent,STARTING_CASH,10000000.0
531,NoiseAgent,STARTING_CASH,10000000.0
532,NoiseAgent,STARTING_CASH,10000000.0
533,NoiseAgent,STARTING_CASH,10000000.0
534,NoiseAgent,STARTING_CASH,10000000.0
535,NoiseAgent,STARTING_CASH,10000000.0
536,NoiseAgent,STARTING_CASH,10000000.0
537,NoiseAgent,STARTING_CASH,10000000.0
538,NoiseAgent,STARTING_CASH,10000000.0
539,NoiseAgent,STARTING_CASH,10000000.0
540,NoiseAgent,STARTING_CASH,10000000.0
541,NoiseAgent,STARTING_CASH,10000000.0
542,NoiseAgent,STARTING_CASH,10000000.0
543,NoiseAgent,STARTING_CASH,10000000.0
544,NoiseAgent,STARTING_CASH,10000000.0
545,NoiseAgent,STARTING_CASH,10000000.0
546,NoiseAgent,STARTING_CASH,10000000.0
547,NoiseAgent,STARTING_CASH,10000000.0
548,NoiseAgent,STARTING_CASH,10000000.0
549,NoiseAgent,STARTING_CASH,10000000.0
550,NoiseAgent,STARTING_CASH,10000000.0
551,NoiseAgent,STARTING_CASH,10000000.0
552,NoiseAgent,STARTING_CASH,10000000.0
553,NoiseAgent,STARTING_CASH,10000000.0
554,NoiseAgent,STARTING_CASH,10000000.0
555,NoiseAgent,STARTING_CASH,10000000.0
556,NoiseAgent,STARTING_CASH,10000000.0
557,NoiseAgent,STARTING_CASH,10000000.0
558,NoiseAgent,STARTING_CASH,10000000.0
