,AgentID,AgentStrategy,EventType,Event
1113,1114,MomentumAgent,STARTING_CASH,10000000.0
1114,1115,MomentumAgent,STARTING_CASH,10000000.0
1115,1116,MomentumAgent,STARTING_CASH,10000000.0
1116,1117,TrendFollowerAgent,STARTING_CASH,10000000.0
1117,1,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1118,1,NoiseAgent,ENDING_CASH,10000000.0
1119,1,NoiseAgent,FINAL_VALUATION,10000000.0
1120,2,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1121,2,NoiseAgent,ENDING_CASH,10000000.0
1122,2,NoiseAgent,FINAL_VALUATION,10000000.0
1123,3,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1124,3,NoiseAgent,ENDING_CASH,10000000.0
1125,3,NoiseAgent,FINAL_VALUATION,10000000.0
1126,4,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1127,4,NoiseAgent,ENDING_CASH,10000000.0
1128,4,NoiseAgent,FINAL_VALUATION,10000000.0
1129,5,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1130,5,NoiseAgent,ENDING_CASH,10000000.0
1131,5,NoiseAgent,FINAL_VALUATION,10000000.0
1132,6,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1133,6,NoiseAgent,ENDING_CASH,10000000.0
1134,6,NoiseAgent,FINAL_VALUATION,0.0
1135,7,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1136,7,NoiseAgent,ENDING_CASH,10000000.0
1137,7,NoiseAgent,FINAL_VALUATION,0.0
1138,8,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1139,8,NoiseAgent,ENDING_CASH,10000000.0
1140,8,NoiseAgent,FINAL_VALUATION,0.0
1141,9,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1142,9,NoiseAgent,ENDING_CASH,10000000.0
1143,9,NoiseAgent,FINAL_VALUATION,0.0
1144,10,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1145,10,NoiseAgent,ENDING_CASH,10000000.0
1146,10,NoiseAgent,FINAL_VALUATION,10000000.0
1147,11,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1148,11,NoiseAgent,ENDING_CASH,10000000.0
1149,11,NoiseAgent,FINAL_VALUATION,10000000.0
1150,12,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1151,12,NoiseAgent,ENDING_CASH,10000000.0
1152,12,NoiseAgent,FINAL_VALUATION,0.0
1153,13,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1154,13,NoiseAgent,ENDING_CASH,10000000.0
1155,13,NoiseAgent,FINAL_VALUATION,10000000.0
1156,14,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1157,14,NoiseAgent,ENDING_CASH,10000000.0
1158,14,NoiseAgent,FINAL_VALUATION,0.0
1159,15,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1160,15,NoiseAgent,ENDING_CASH,10000000.0
1161,15,NoiseAgent,FINAL_VALUATION,10000000.0
1162,16,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1163,16,NoiseAgent,ENDING_CASH,10000000.0
1164,16,NoiseAgent,FINAL_VALUATION,10000000.0
1165,17,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1166,17,NoiseAgent,ENDING_CASH,10000000.0
1167,17,NoiseAgent,FINAL_VALUATION,0.0
1168,18,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1169,18,NoiseAgent,ENDING_CASH,10000000.0
1170,18,NoiseAgent,FINAL_VALUATION,10000000.0
1171,19,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1172,19,NoiseAgent,ENDING_CASH,10000000.0
1173,19,NoiseAgent,FINAL_VALUATION,10000000.0
1174,20,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1175,20,NoiseAgent,ENDING_CASH,10000000.0
1176,20,NoiseAgent,FINAL_VALUATION,10000000.0
1177,21,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1178,21,NoiseAgent,ENDING_CASH,10000000.0
1179,21,NoiseAgent,FINAL_VALUATION,10000000.0
1180,22,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1181,22,NoiseAgent,ENDING_CASH,10000000.0
1182,22,NoiseAgent,FINAL_VALUATION,10000000.0
1183,23,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1184,23,NoiseAgent,ENDING_CASH,10000000.0
1185,23,NoiseAgent,FINAL_VALUATION,10000000.0
1186,24,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1187,24,NoiseAgent,ENDING_CASH,10000000.0
1188,24,NoiseAgent,FINAL_VALUATION,10000000.0
1189,25,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1190,25,NoiseAgent,ENDING_CASH,10000000.0
1191,25,NoiseAgent,FINAL_VALUATION,10000000.0
1192,26,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1193,26,NoiseAgent,ENDING_CASH,10000000.0
1194,26,NoiseAgent,FINAL_VALUATION,10000000.0
1195,27,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1196,27,NoiseAgent,ENDING_CASH,10000000.0
1197,27,NoiseAgent,FINAL_VALUATION,10000000.0
1198,28,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1199,28,NoiseAgent,ENDING_CASH,10000000.0
1200,28,NoiseAgent,FINAL_VALUATION,0.0
1201,29,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1202,29,NoiseAgent,ENDING_CASH,10000000.0
1203,29,NoiseAgent,FINAL_VALUATION,10000000.0
1204,30,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1205,30,NoiseAgent,ENDING_CASH,10000000.0
1206,30,NoiseAgent,FINAL_VALUATION,0.0
1207,31,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1208,31,NoiseAgent,ENDING_CASH,10000000.0
1209,31,NoiseAgent,FINAL_VALUATION,0.0
1210,32,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1211,32,NoiseAgent,ENDING_CASH,10000000.0
1212,32,NoiseAgent,FINAL_VALUATION,10000000.0
1213,33,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1214,33,NoiseAgent,ENDING_CASH,10000000.0
1215,33,NoiseAgent,FINAL_VALUATION,10000000.0
1216,34,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1217,34,NoiseAgent,ENDING_CASH,10000000.0
1218,34,NoiseAgent,FINAL_VALUATION,0.0
1219,35,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1220,35,NoiseAgent,ENDING_CASH,10000000.0
1221,35,NoiseAgent,FINAL_VALUATION,10000000.0
1222,36,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1223,36,NoiseAgent,ENDING_CASH,10000000.0
1224,36,NoiseAgent,FINAL_VALUATION,0.0
1225,37,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1226,37,NoiseAgent,ENDING_CASH,10000000.0
1227,37,NoiseAgent,FINAL_VALUATION,0.0
1228,38,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1229,38,NoiseAgent,ENDING_CASH,10000000.0
1230,38,NoiseAgent,FINAL_VALUATION,0.0
1231,39,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1232,39,NoiseAgent,ENDING_CASH,10000000.0
1233,39,NoiseAgent,FINAL_VALUATION,10000000.0
1234,40,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1235,40,NoiseAgent,ENDING_CASH,10000000.0
1236,40,NoiseAgent,FINAL_VALUATION,10000000.0
1237,41,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1238,41,NoiseAgent,ENDING_CASH,10000000.0
1239,41,NoiseAgent,FINAL_VALUATION,10000000.0
1240,42,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1241,42,NoiseAgent,ENDING_CASH,10000000.0
1242,42,NoiseAgent,FINAL_VALUATION,10000000.0
1243,43,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1244,43,NoiseAgent,ENDING_CASH,10000000.0
1245,43,NoiseAgent,FINAL_VALUATION,10000000.0
1246,44,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1247,44,NoiseAgent,ENDING_CASH,10000000.0
1248,44,NoiseAgent,FINAL_VALUATION,0.0
1249,45,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1250,45,NoiseAgent,ENDING_CASH,10000000.0
1251,45,NoiseAgent,FINAL_VALUATION,10000000.0
1252,46,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1253,46,NoiseAgent,ENDING_CASH,10000000.0
1254,46,NoiseAgent,FINAL_VALUATION,10000000.0
1255,47,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1256,47,NoiseAgent,ENDING_CASH,10000000.0
1257,47,NoiseAgent,FINAL_VALUATION,10000000.0
1258,48,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1259,48,NoiseAgent,ENDING_CASH,10000000.0
1260,48,NoiseAgent,FINAL_VALUATION,10000000.0
1261,49,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1262,49,NoiseAgent,ENDING_CASH,10000000.0
1263,49,NoiseAgent,FINAL_VALUATION,10000000.0
1264,50,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1265,50,NoiseAgent,ENDING_CASH,10000000.0
1266,50,NoiseAgent,FINAL_VALUATION,10000000.0
1267,51,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1268,51,NoiseAgent,ENDING_CASH,10000000.0
1269,51,NoiseAgent,FINAL_VALUATION,10000000.0
1270,52,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1271,52,NoiseAgent,ENDING_CASH,10000000.0
1272,52,NoiseAgent,FINAL_VALUATION,10000000.0
1273,53,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1274,53,NoiseAgent,ENDING_CASH,10000000.0
1275,53,NoiseAgent,FINAL_VALUATION,10000000.0
1276,54,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1277,54,NoiseAgent,ENDING_CASH,10000000.0
1278,54,NoiseAgent,FINAL_VALUATION,10000000.0
1279,55,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1280,55,NoiseAgent,ENDING_CASH,10000000.0
1281,55,NoiseAgent,FINAL_VALUATION,10000000.0
1282,56,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1283,56,NoiseAgent,ENDING_CASH,10000000.0
1284,56,NoiseAgent,FINAL_VALUATION,10000000.0
1285,57,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1286,57,NoiseAgent,ENDING_CASH,10000000.0
1287,57,NoiseAgent,FINAL_VALUATION,10000000.0
1288,58,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1289,58,NoiseAgent,ENDING_CASH,10000000.0
1290,58,NoiseAgent,FINAL_VALUATION,0.0
1291,59,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1292,59,NoiseAgent,ENDING_CASH,10000000.0
1293,59,NoiseAgent,FINAL_VALUATION,10000000.0
1294,60,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1295,60,NoiseAgent,ENDING_CASH,10000000.0
1296,60,NoiseAgent,FINAL_VALUATION,10000000.0
1297,61,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1298,61,NoiseAgent,ENDING_CASH,10000000.0
1299,61,NoiseAgent,FINAL_VALUATION,10000000.0
1300,62,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1301,62,NoiseAgent,ENDING_CASH,10000000.0
1302,62,NoiseAgent,FINAL_VALUATION,0.0
1303,63,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1304,63,NoiseAgent,ENDING_CASH,10000000.0
1305,63,NoiseAgent,FINAL_VALUATION,10000000.0
1306,64,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1307,64,NoiseAgent,ENDING_CASH,10000000.0
1308,64,NoiseAgent,FINAL_VALUATION,10000000.0
1309,65,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1310,65,NoiseAgent,ENDING_CASH,10000000.0
1311,65,NoiseAgent,FINAL_VALUATION,0.0
1312,66,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1313,66,NoiseAgent,ENDING_CASH,10000000.0
1314,66,NoiseAgent,FINAL_VALUATION,10000000.0
1315,67,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1316,67,NoiseAgent,ENDING_CASH,10000000.0
1317,67,NoiseAgent,FINAL_VALUATION,0.0
1318,68,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1319,68,NoiseAgent,ENDING_CASH,10000000.0
1320,68,NoiseAgent,FINAL_VALUATION,10000000.0
1321,69,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1322,69,NoiseAgent,ENDING_CASH,10000000.0
1323,69,NoiseAgent,FINAL_VALUATION,10000000.0
1324,70,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1325,70,NoiseAgent,ENDING_CASH,10000000.0
1326,70,NoiseAgent,FINAL_VALUATION,10000000.0
1327,71,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1328,71,NoiseAgent,ENDING_CASH,10000000.0
1329,71,NoiseAgent,FINAL_VALUATION,10000000.0
1330,72,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1331,72,NoiseAgent,ENDING_CASH,10000000.0
1332,72,NoiseAgent,FINAL_VALUATION,10000000.0
1333,73,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1334,73,NoiseAgent,ENDING_CASH,10000000.0
1335,73,NoiseAgent,FINAL_VALUATION,10000000.0
1336,74,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1337,74,NoiseAgent,ENDING_CASH,10000000.0
1338,74,NoiseAgent,FINAL_VALUATION,10000000.0
1339,75,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1340,75,NoiseAgent,ENDING_CASH,10000000.0
1341,75,NoiseAgent,FINAL_VALUATION,10000000.0
1342,76,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1343,76,NoiseAgent,ENDING_CASH,10000000.0
1344,76,NoiseAgent,FINAL_VALUATION,10000000.0
1345,77,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1346,77,NoiseAgent,ENDING_CASH,10000000.0
1347,77,NoiseAgent,FINAL_VALUATION,10000000.0
1348,78,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1349,78,NoiseAgent,ENDING_CASH,10000000.0
1350,78,NoiseAgent,FINAL_VALUATION,10000000.0
1351,79,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1352,79,NoiseAgent,ENDING_CASH,10000000.0
1353,79,NoiseAgent,FINAL_VALUATION,10000000.0
1354,80,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1355,80,NoiseAgent,ENDING_CASH,10000000.0
1356,80,NoiseAgent,FINAL_VALUATION,10000000.0
1357,81,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1358,81,NoiseAgent,ENDING_CASH,10000000.0
1359,81,NoiseAgent,FINAL_VALUATION,10000000.0
1360,82,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1361,82,NoiseAgent,ENDING_CASH,10000000.0
1362,82,NoiseAgent,FINAL_VALUATION,10000000.0
1363,83,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1364,83,NoiseAgent,ENDING_CASH,10000000.0
1365,83,NoiseAgent,FINAL_VALUATION,0.0
1366,84,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1367,84,NoiseAgent,ENDING_CASH,10000000.0
1368,84,NoiseAgent,FINAL_VALUATION,0.0
1369,85,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1370,85,NoiseAgent,ENDING_CASH,10000000.0
1371,85,NoiseAgent,FINAL_VALUATION,10000000.0
1372,86,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1373,86,NoiseAgent,ENDING_CASH,10000000.0
1374,86,NoiseAgent,FINAL_VALUATION,10000000.0
1375,87,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1376,87,NoiseAgent,ENDING_CASH,10000000.0
1377,87,NoiseAgent,FINAL_VALUATION,10000000.0
1378,88,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1379,88,NoiseAgent,ENDING_CASH,10000000.0
1380,88,NoiseAgent,FINAL_VALUATION,10000000.0
1381,89,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1382,89,NoiseAgent,ENDING_CASH,10000000.0
1383,89,NoiseAgent,FINAL_VALUATION,0.0
1384,90,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1385,90,NoiseAgent,ENDING_CASH,10000000.0
1386,90,NoiseAgent,FINAL_VALUATION,10000000.0
1387,91,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1388,91,NoiseAgent,ENDING_CASH,10000000.0
1389,91,NoiseAgent,FINAL_VALUATION,10000000.0
1390,92,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1391,92,NoiseAgent,ENDING_CASH,10000000.0
1392,92,NoiseAgent,FINAL_VALUATION,10000000.0
1393,93,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1394,93,NoiseAgent,ENDING_CASH,10000000.0
1395,93,NoiseAgent,FINAL_VALUATION,10000000.0
1396,94,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1397,94,NoiseAgent,ENDING_CASH,10000000.0
1398,94,NoiseAgent,FINAL_VALUATION,10000000.0
1399,95,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1400,95,NoiseAgent,ENDING_CASH,10000000.0
1401,95,NoiseAgent,FINAL_VALUATION,10000000.0
1402,96,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1403,96,NoiseAgent,ENDING_CASH,10000000.0
1404,96,NoiseAgent,FINAL_VALUATION,10000000.0
1405,97,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1406,97,NoiseAgent,ENDING_CASH,10000000.0
1407,97,NoiseAgent,FINAL_VALUATION,10000000.0
1408,98,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1409,98,NoiseAgent,ENDING_CASH,10000000.0
1410,98,NoiseAgent,FINAL_VALUATION,0.0
1411,99,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1412,99,NoiseAgent,ENDING_CASH,10000000.0
1413,99,NoiseAgent,FINAL_VALUATION,10000000.0
1414,100,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1415,100,NoiseAgent,ENDING_CASH,10000000.0
1416,100,NoiseAgent,FINAL_VALUATION,10000000.0
1417,101,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1418,101,NoiseAgent,ENDING_CASH,10000000.0
1419,101,NoiseAgent,FINAL_VALUATION,10000000.0
1420,102,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1421,102,NoiseAgent,ENDING_CASH,10000000.0
1422,102,NoiseAgent,FINAL_VALUATION,10000000.0
1423,103,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1424,103,NoiseAgent,ENDING_CASH,10000000.0
1425,103,NoiseAgent,FINAL_VALUATION,10000000.0
1426,104,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1427,104,NoiseAgent,ENDING_CASH,10000000.0
1428,104,NoiseAgent,FINAL_VALUATION,0.0
1429,105,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1430,105,NoiseAgent,ENDING_CASH,10000000.0
1431,105,NoiseAgent,FINAL_VALUATION,0.0
1432,106,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1433,106,NoiseAgent,ENDING_CASH,10000000.0
1434,106,NoiseAgent,FINAL_VALUATION,10000000.0
1435,107,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1436,107,NoiseAgent,ENDING_CASH,10000000.0
1437,107,NoiseAgent,FINAL_VALUATION,10000000.0
1438,108,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1439,108,NoiseAgent,ENDING_CASH,10000000.0
1440,108,NoiseAgent,FINAL_VALUATION,10000000.0
1441,109,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1442,109,NoiseAgent,ENDING_CASH,10000000.0
1443,109,NoiseAgent,FINAL_VALUATION,0.0
1444,110,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1445,110,NoiseAgent,ENDING_CASH,10000000.0
1446,110,NoiseAgent,FINAL_VALUATION,10000000.0
1447,111,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1448,111,NoiseAgent,ENDING_CASH,10000000.0
1449,111,NoiseAgent,FINAL_VALUATION,10000000.0
1450,112,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1451,112,NoiseAgent,ENDING_CASH,10000000.0
1452,112,NoiseAgent,FINAL_VALUATION,10000000.0
1453,113,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1454,113,NoiseAgent,ENDING_CASH,10000000.0
1455,113,NoiseAgent,FINAL_VALUATION,0.0
1456,114,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1457,114,NoiseAgent,ENDING_CASH,10000000.0
1458,114,NoiseAgent,FINAL_VALUATION,10000000.0
1459,115,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1460,115,NoiseAgent,ENDING_CASH,10000000.0
1461,115,NoiseAgent,FINAL_VALUATION,10000000.0
1462,116,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1463,116,NoiseAgent,ENDING_CASH,10000000.0
1464,116,NoiseAgent,FINAL_VALUATION,10000000.0
1465,117,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1466,117,NoiseAgent,ENDING_CASH,10000000.0
1467,117,NoiseAgent,FINAL_VALUATION,10000000.0
1468,118,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1469,118,NoiseAgent,ENDING_CASH,10000000.0
1470,118,NoiseAgent,FINAL_VALUATION,0.0
1471,119,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1472,119,NoiseAgent,ENDING_CASH,10000000.0
1473,119,NoiseAgent,FINAL_VALUATION,10000000.0
1474,120,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1475,120,NoiseAgent,ENDING_CASH,10000000.0
1476,120,NoiseAgent,FINAL_VALUATION,0.0
1477,121,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1478,121,NoiseAgent,ENDING_CASH,10000000.0
1479,121,NoiseAgent,FINAL_VALUATION,10000000.0
1480,122,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1481,122,NoiseAgent,ENDING_CASH,10000000.0
1482,122,NoiseAgent,FINAL_VALUATION,10000000.0
1483,123,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1484,123,NoiseAgent,ENDING_CASH,10000000.0
1485,123,NoiseAgent,FINAL_VALUATION,10000000.0
1486,124,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1487,124,NoiseAgent,ENDING_CASH,10000000.0
1488,124,NoiseAgent,FINAL_VALUATION,10000000.0
1489,125,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1490,125,NoiseAgent,ENDING_CASH,10000000.0
1491,125,NoiseAgent,FINAL_VALUATION,0.0
1492,126,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1493,126,NoiseAgent,ENDING_CASH,10000000.0
1494,126,NoiseAgent,FINAL_VALUATION,10000000.0
1495,127,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1496,127,NoiseAgent,ENDING_CASH,10000000.0
1497,127,NoiseAgent,FINAL_VALUATION,10000000.0
1498,128,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1499,128,NoiseAgent,ENDING_CASH,10000000.0
1500,128,NoiseAgent,FINAL_VALUATION,0.0
1501,129,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1502,129,NoiseAgent,ENDING_CASH,10000000.0
1503,129,NoiseAgent,FINAL_VALUATION,0.0
1504,130,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1505,130,NoiseAgent,ENDING_CASH,10000000.0
1506,130,NoiseAgent,FINAL_VALUATION,0.0
1507,131,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1508,131,NoiseAgent,ENDING_CASH,10000000.0
1509,131,NoiseAgent,FINAL_VALUATION,10000000.0
1510,132,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1511,132,NoiseAgent,ENDING_CASH,10000000.0
1512,132,NoiseAgent,FINAL_VALUATION,0.0
1513,133,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1514,133,NoiseAgent,ENDING_CASH,10000000.0
1515,133,NoiseAgent,FINAL_VALUATION,10000000.0
1516,134,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1517,134,NoiseAgent,ENDING_CASH,10000000.0
1518,134,NoiseAgent,FINAL_VALUATION,10000000.0
1519,135,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1520,135,NoiseAgent,ENDING_CASH,10000000.0
1521,135,NoiseAgent,FINAL_VALUATION,0.0
1522,136,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1523,136,NoiseAgent,ENDING_CASH,10000000.0
1524,136,NoiseAgent,FINAL_VALUATION,10000000.0
1525,137,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1526,137,NoiseAgent,ENDING_CASH,10000000.0
1527,137,NoiseAgent,FINAL_VALUATION,10000000.0
1528,138,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1529,138,NoiseAgent,ENDING_CASH,10000000.0
1530,138,NoiseAgent,FINAL_VALUATION,0.0
1531,139,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1532,139,NoiseAgent,ENDING_CASH,10000000.0
1533,139,NoiseAgent,FINAL_VALUATION,0.0
1534,140,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1535,140,NoiseAgent,ENDING_CASH,10000000.0
1536,140,NoiseAgent,FINAL_VALUATION,0.0
1537,141,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1538,141,NoiseAgent,ENDING_CASH,10000000.0
1539,141,NoiseAgent,FINAL_VALUATION,10000000.0
1540,142,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1541,142,NoiseAgent,ENDING_CASH,10000000.0
1542,142,NoiseAgent,FINAL_VALUATION,10000000.0
1543,143,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1544,143,NoiseAgent,ENDING_CASH,10000000.0
1545,143,NoiseAgent,FINAL_VALUATION,0.0
1546,144,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1547,144,NoiseAgent,ENDING_CASH,10000000.0
1548,144,NoiseAgent,FINAL_VALUATION,10000000.0
1549,145,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1550,145,NoiseAgent,ENDING_CASH,10000000.0
1551,145,NoiseAgent,FINAL_VALUATION,10000000.0
1552,146,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1553,146,NoiseAgent,ENDING_CASH,10000000.0
1554,146,NoiseAgent,FINAL_VALUATION,10000000.0
1555,147,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1556,147,NoiseAgent,ENDING_CASH,10000000.0
1557,147,NoiseAgent,FINAL_VALUATION,10000000.0
1558,148,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1559,148,NoiseAgent,ENDING_CASH,10000000.0
1560,148,NoiseAgent,FINAL_VALUATION,10000000.0
1561,149,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1562,149,NoiseAgent,ENDING_CASH,10000000.0
1563,149,NoiseAgent,FINAL_VALUATION,10000000.0
1564,150,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1565,150,NoiseAgent,ENDING_CASH,10000000.0
1566,150,NoiseAgent,FINAL_VALUATION,10000000.0
1567,151,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1568,151,NoiseAgent,ENDING_CASH,10000000.0
1569,151,NoiseAgent,FINAL_VALUATION,10000000.0
1570,152,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1571,152,NoiseAgent,ENDING_CASH,10000000.0
1572,152,NoiseAgent,FINAL_VALUATION,0.0
1573,153,NoiseAgent,FINAL_CASH_POSITION,10000000.0
1574,153,NoiseAgent,ENDING_CASH,10000000.0
1575,153,NoiseAgent,FINAL_VALUATION,10000000.0
